"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77"
49,2013-01-11,2013,"201301","20130111",224.75,225,225.5,225.25,225.75,225.5,225.25,225.75,224.75,224.75,224.5,225.25,225,224.5,225.5,226.25,225.5,225.5,226.25,226.25,226.5,226.5,225,224.5,224.75,225.25,225.5,225.5,225.75,225.5,225.25,225.75,224.75,224.75,224.5,225,225.5,225,225.5,226,225.5,225.75,226,226.25,226.5,226.5,225.25,224.75,225,225.5,226.25,226,226.5,226,226,226,225.5,225.5,225.5,225.75,226.5,225.75,226,227.25,226.5,226.5,227,227.5,227.25,227.5,226,225.5
49,2013-01-12,2013,"201301","20130112",224.5,225,225,225,225.5,225.5,225.75,226,225.5,226,226,226,226,225.75,226,225.75,226,226,225.75,226,226,226.5,226,225,224.75,224.75,225,225,225.5,225.5,225.75,226,225.75,226.25,225.75,225.75,226.25,225.75,226.25,225.75,226,226,226,226.25,226.75,226.5,226,225.25,225,225.25,226,225.5,225.75,226,226,226.75,226.75,227,226.25,226.75,226.5,226.75,227,226.5,227,227,227.25,227,227.5,227.5,227,225.75
49,2013-01-13,2013,"201301","20130113",225,225.25,226.25,226.5,226.25,226.25,226.25,226.5,225.5,226.25,226.25,226.25,226.5,225.5,226,226.25,226.25,225.75,226,226,226.25,226.5,226,225.5,225,225.25,226.25,226.5,226.25,226.25,226.5,226.75,226.25,226.25,226,226,226.5,225.75,226,226.25,226.5,226.25,226,226,226.25,226.75,225.75,225.5,226,226,226.25,226.5,226.75,226.75,227,227,227,227.25,227,227.25,227.25,226.5,226.75,227.5,227.5,227,227.25,227,227.25,227.25,226.25,225.75
49,2013-01-14,2013,"201301","20130114",225.25,225.75,225.75,226,226.25,226,226,225.5,224.75,225.25,226.25,226,226,224.75,225.75,228.25,228,227.75,228.5,228.25,228.5,228.75,228.5,226.25,225.25,225.75,226,226,226.25,226,225.75,225.5,225,225.25,226.25,226,226.25,225.25,226,228.25,228,228,228.5,228.5,229,228.75,228.75,226.5,225.75,226.5,226.75,226.25,226.5,226.25,226.25,226.25,225.75,226.25,227.25,226.75,227.25,226,227,229,228.5,228.75,229,230,230,229.75,229.25,227
49,2013-01-15,2013,"201301","20130115",226.25,226.25,227,226.75,227,226.25,226,225.5,225.25,225,225,225.25,225.5,226.75,226.5,226.25,226.5,226.5,226.25,226.5,226.75,226,225.5,225.5,226.25,226.25,227,227,227,226.5,226.25,225.5,225.5,225,225,225.25,225.75,227,226.75,226,226.5,226.75,226.75,226.75,226.75,226,225.5,225.5,227,226.75,227.25,227.25,228,227.25,226.75,226,226,226,225.75,226.25,226.5,228,227.25,227,227.5,227,227.25,227,228,226.75,226.25,225.5
49,2013-01-16,2013,"201301","20130116",225.75,226,226,226,226.25,226.25,225.75,224.75,224.5,224.75,224.5,225,225.25,225.25,225.25,225.5,225.75,225,225.25,225.75,226,226.75,225.75,224.25,225.75,225.75,226.25,226,226.25,226.5,225.75,224.75,224.5,224.75,224.5,225,225.75,225,225,225.25,225.75,225.25,225.75,225.75,226,226.5,225.75,224.25,225.75,226,226.5,226.5,226.25,226.25,226,225.5,225.25,225.5,225,225.5,226,225.5,226,225.5,226.5,226,226.25,226.25,227,227,226,224.75
49,2013-01-17,2013,"201301","20130117",224.75,225,225.5,225.75,226,226,225.5,225,225,225.25,225,225.5,226,225.5,225.5,226.5,226.75,226,226,226.5,226.75,226.75,226.25,225,224.75,225.25,225.75,226.25,226,226.25,226,225.25,226,225.25,225,225.5,226.25,225.75,225.75,226.5,226.75,226.75,226.75,227,227,227,226.25,225.25,225,225.5,226.25,226.5,226.25,226,226,225.75,226,225.5,225.75,226.25,227,225.75,226,226.75,227,227.25,227,227,227.5,227.25,226.5,225.25
49,2013-01-18,2013,"201301","20130118",225.25,225.75,226.25,226.25,226,226.25,225.5,225.5,225.25,225.75,226,226.5,227,226,226,226.75,227.25,227,227,227.25,227,227.75,226.5,225.25,225.25,226.25,226.5,226.75,226.25,226.25,225.75,225.5,225.25,226,226,226.5,227,226,226,226.5,227.25,227,227,227.25,227.25,227.75,226.5,225.5,225.5,226,226.25,227,226.75,226,225.75,226,225.25,226.75,227,227.25,227.5,226.5,226.5,227.25,227.75,227.75,227.5,228,228,227.75,227,225.75
49,2013-01-19,2013,"201301","20130119",225.75,225.75,226.5,226.5,226.75,226,226,226,225,224.75,226.25,226,227,226,226.25,226.5,227,227,227,227,227,227,226,225.25,225.75,226.25,226.5,227,226.75,226.5,226,226.75,225.5,225.25,226.25,226,227,226.25,226.25,226.5,227.25,227,227,227.5,227.5,227.25,226.75,225.75,226,226.25,226.5,227,226.75,226.75,226.75,226.75,226,225.25,226.25,227,227.5,226.75,226.75,227,227.5,227,227.75,228,228,228,227,225.75
49,2013-01-20,2013,"201301","20130120",226,226.25,226,226.5,226.25,226.5,226.5,227,226.5,226,225.25,225.25,226.25,225.25,225.25,225.75,225.75,225.25,225.25,226,226,226.25,226.25,225.75,226,226.5,226.25,226.5,226.5,226.75,227.25,227.25,226.75,226,225.5,225.5,226.5,225.5,225.25,226.25,226,225.75,225.25,226,226.25,226.25,226.25,226.25,226,226.75,226.75,226.75,226.5,227,227.25,227.75,227,226.5,226,225.75,226.75,225.75,225.5,226.5,227,226.25,226,226,226.5,226.75,226.25,226.25
49,2013-01-21,2013,"201301","20130121",225.5,226.5,226.75,226.75,226.75,226.5,226.25,226,225.25,225.75,225.25,225.5,226,225.25,225,226,226.25,226.25,226,226.25,227,227.5,226,225.75,226,226.5,227,227,226.75,227,226.25,226.25,226,225.75,225,225.5,226.25,225.25,225.25,226.25,226.5,226.5,227,226.75,227,228,226,226,226,226.75,226.75,226.5,226.75,227,226.25,226.25,225.75,226,225.25,226,226.5,225.5,225.75,226.5,227,227,227,227.25,227.5,228,226.5,226.25
49,2013-01-22,2013,"201301","20130122",226,226.75,227,227,227,227.25,226.25,225.5,225.25,226,226,226.25,226.25,226,226.75,227,227.25,227,227.5,227.5,227.5,227.75,226.25,225.75,226.25,227,227.25,227,227.25,227.5,226.5,226,225.5,226,226,226.25,226.5,226.25,226.75,227,227.5,227,227.75,228,227.5,227.75,226.25,225.75,226.5,226.75,227.25,227.75,227.25,227.25,226.5,226.5,226,226,226.5,227,226.75,226.75,227,227.25,227.5,227.75,227.75,228.25,228.25,228,226.25,226.5
49,2013-01-23,2013,"201301","20130123",225.75,227,226.75,226.5,227.25,226.25,226.25,226,225,225.75,225.25,225.75,226.25,225.75,226.5,226.5,226.75,227,227.25,228,228,227.25,226,225.75,226,227,226.75,226.5,227.5,226.5,226.25,226.25,225,225.75,225.25,225.5,226.25,225.75,226.5,226.5,227,227.25,227.5,228,228,227.25,226,225.75,226.75,227,227,227,227.25,227,226.75,226.5,225.25,226,226,226,226.75,226,226.75,226.75,227.5,227.75,228.25,228,228.5,228,226,226.25
49,2013-01-24,2013,"201301","20130124",226.25,226.75,226.5,226.75,226.25,227,227,226,225.5,225.75,225,225.5,225.75,225.5,226.25,226.75,226.75,226.75,226.5,226.75,227,226.5,225.25,224.75,226.25,226.75,226.75,227,226.75,227,227,226.25,225.5,225.5,225,225.5,226.5,225.25,226,226.5,227,226.75,226.5,226.75,227,226.5,225.25,224.75,226.25,227,227.25,227,227,227.25,227,226.75,226.25,226.25,225.25,226,226.75,226.25,227,227,227.5,227.75,227.5,227.75,227.75,227.25,226,225
49,2013-01-25,2013,"201301","20130125",225.5,226.75,226.25,226.5,226.75,226.75,226.75,225.5,225.5,225.25,225.75,225,225.25,225,225.75,226,226.25,226.25,226.5,227,226.5,226.5,225.5,225.75,225.75,227,226.25,226.5,226.5,227,226.75,225.5,225.5,225,225.75,224.5,225.5,225,225.75,226,226.25,226.5,226.5,226.75,226.5,226.5,226,226.25,226.25,227,226.75,226.75,226.75,226.75,227,226,226,226,226.25,225.25,226.25,226,226.5,226.25,227,227,227,227.25,227.5,227,226.25,226.5
49,2013-01-26,2013,"201301","20130126",226.25,227,227.75,227.75,227.5,227.75,227.25,227.5,226,227,227,227,225,224,224,225,224.75,224.5,224,224,224.5,225,224.25,224,226.25,227.25,228,227.75,227.5,227.75,227.75,227.5,226.5,227,227,226.75,225.5,224,224,225,225,225,224.25,224.5,224.5,225,224.5,224,226.5,227.25,228.25,228,228,228,227.75,227.25,226.75,227.25,227.25,227.5,226,224.5,225,225.25,225.25,225,224.75,225,225,225.25,225,224.5
49,2013-01-27,2013,"201301","20130127",224,224,224.75,225.25,225.25,225.5,225,224.5,223.75,223,224.75,224.5,224.75,224.25,224.75,225,225,223.75,224,224.75,224.75,225,223.5,224,224.25,224.25,224.75,225.25,225,225.5,225,224.5,223.75,223,225,224.25,224.75,224.25,224.75,225,225,224,224,224.75,225,225,223.25,224.25,224.75,224.75,225,225.25,225.5,225.5,225.25,225.25,224.25,223.5,225.25,224.5,225.5,225,225,225.75,225.5,224.5,224.5,225,225.25,225.25,224,224.5
49,2013-01-28,2013,"201301","20130128",224.75,225,225,225.5,225.5,225.25,225,224.25,222.75,223.25,223,223,223,224,226.25,226.5,227,227,227.75,228,227.25,227.75,226.25,226.75,224.5,225,225,225.5,225.5,225.5,225.25,224.5,223,223.25,223,223,223.25,224,226.25,226.5,227,227.25,228,228,227.75,228,226.75,226.75,225,225.25,225.75,225.75,225.75,226,225.25,225,223.75,224,223.25,223.25,224,224.5,226.75,227.25,227.25,227.25,228.25,228.75,228.25,228,227,227
49,2013-01-29,2013,"201301","20130129",226.25,227,227.25,227.75,228,228,227,227,226,226.5,227,227,227,226.25,227,228.25,228.5,229,228,228.75,228.75,228.75,228.75,227.75,226.25,227.25,228,228,228,227.75,227.25,227,226.5,226.5,227,227,227,226.5,227,228,228.5,229.25,228.75,229,229,228.75,228.75,228,227.25,227.75,227.75,228.25,228.5,227.75,227.5,227.75,227,227.5,227.25,227.5,227.5,227,227.25,228.5,229,229.25,229.25,229.25,229.5,229,229.25,228
49,2013-01-30,2013,"201301","20130130",225.5,225,225.25,225,225,225,224.75,224.75,222.75,223.75,223.5,224,223.75,223.25,224,224.5,225,225,225,225,225,225,224.75,224,225.75,225,225.25,225,225,225.25,224.75,224.75,223.25,223.5,223.5,224,223.75,223.25,224,224.5,225,225,225.25,225.25,225.25,225.25,225,224.75,226,225,226,225.75,225.25,225.5,225.25,225.5,223.75,224.25,224.25,224.5,224.25,223.75,224.5,225.25,225.25,225.25,225.75,226,226,225.75,225.75,224.75
49,2013-01-31,2013,"201301","20130131",224.75,225.25,224.75,225,225,224.5,224.25,224.5,223.75,223.5,223.25,223.75,224,222.75,223.5,224,224.25,224.75,224.75,225,224.75,225,225,223.5,224.75,225.5,224.75,225,225,224.75,224.25,224.5,223.75,223.5,223.5,223.5,224,222.75,223.75,224.25,224.5,225,224.75,225,224.75,225.5,225,223.5,225,225.5,224.75,225,224.5,224.75,224.5,225,224.25,224.25,224,224.25,224.25,223.5,224,224.75,225,225.5,225.25,225.75,226,226,225.25,224
