"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77"
49,2013-02-01,2013,"201302","20130201",223.75,224,224.75,224.75,225,224.75,224.75,224.5,223,224.25,224.25,223.5,223.25,223.5,223.75,224.5,225.5,225,225,225,225.75,225.25,223.75,223.5,223.75,224,224.75,224.75,225,225,225,224.5,223.5,224.25,224,223.25,223.75,223.5,224,224.5,225.5,225,225,225,225.75,225.5,223.75,223.5,224,224.75,225.5,225,225,225,225.25,225.25,224,224.25,224.25,224,224.25,224,224.25,225.5,226,225.75,225.5,226,226,226,224.25,224.25
49,2013-02-02,2013,"201302","20130202",223.75,224.25,224.75,224.75,225.25,225,224.5,224.75,223.75,223.5,223.75,223.75,224,224,224.25,224.25,225,224,224,223.75,224,224.25,224.25,223.75,223.75,224.5,224.75,224.75,225.25,225.25,224.75,224.75,224,223.75,224,223.75,224.5,224,224.5,224.5,225,224,224,224,224.25,224.5,224.25,224.25,224,224.75,225.25,225,225.75,225.75,225.25,225.25,224.5,224.25,224.25,224.5,225,224.5,224.75,225.5,225.25,224.25,224.75,224.25,225,225,224.5,224.25
49,2013-02-03,2013,"201302","20130203",224.5,225.25,225,224.75,225.25,226,225.25,225.5,224.5,224.5,224.75,225,224.75,224.25,224.5,225.25,225,224.75,224,224.75,224.75,224.75,224.75,224,224.25,225,225,224.75,225.25,226,225.25,225.5,224.5,224.5,224.5,225,225,224.5,224.75,225.25,225.25,225,224.25,224.75,224.75,225,224.75,224,225,225,225,224.75,225.25,226,225.25,226.25,225.5,225,225.5,225.5,225.25,224.75,225.25,225.75,225.5,225.25,225,225.25,225.25,225.25,225.25,224.5
49,2013-02-04,2013,"201302","20130204",224.5,225,225.5,225.5,225,225.25,225.25,224.25,223.25,222.25,224.75,225,225.25,225.5,225.5,226.5,227,226.5,226.25,226,226,226.25,226,226,224.5,225.25,225.5,226,225.5,225.5,225.5,224.5,223.75,222.5,224.75,225,225.5,225.5,225.75,226.5,226.75,227,226.25,226,226,226.25,226.25,226,225,226,225.75,225.75,225.75,225.75,225.75,225.25,224.25,223.25,225.25,225.75,225.75,226,226.25,227,227.75,227.75,227,227,227.5,227,226.75,226.25
49,2013-02-05,2013,"201302","20130205",226.25,227,227.25,227.5,227.75,227,227,226.75,225.25,225.5,225,225.75,225.25,225.25,225.75,226.5,227,227,226,226.75,227.25,227,226.5,226.75,226.25,227,227.25,227.5,227.75,227,227,227,225.5,225.5,225,225.75,225.25,225.25,225.75,226.5,226.75,227.25,226.25,227,227,227,227,227.25,226.75,227,227.5,227.75,228.25,227,227.25,227.5,226.25,226,225.75,226.25,226,225.75,226.25,226.75,227.25,227.75,227.5,227.75,227.75,228,228,227.25
49,2013-02-06,2013,"201302","20130206",227.75,227.75,228,228,227,225.25,225,224.5,223.5,223.75,224,224.25,223.75,223.5,223.75,224.5,224.5,224,224,224.25,224.75,224.75,224.25,224,227.5,227.75,228,228,227.25,225.25,225,224.75,224,223.5,223.75,224.25,223.75,223.25,223.75,224,224,224,224.25,224.25,224.5,224.75,224.25,224,227.75,228,228.25,228,227,225.75,225,225.25,224,224.25,224.5,224.75,224.25,224,224.25,224.75,225,225,225,225,225.25,225.25,225.25,224.5
49,2013-02-07,2013,"201302","20130207",224.5,225.5,225.5,226,225.5,225,225,225,224,224,227.25,227,227,226.75,227,227.5,228.25,228,228,228,228,228.25,228.25,227.75,224.5,225.25,225.25,226,225.5,225.5,225,225,224,224.25,227.25,227.5,227,227,227,227.75,228.25,228,227.75,228,228,228,228,227.5,225.25,225.75,225.75,226,226,225.75,225,225.5,224.75,224.5,227.5,228,228,227.25,227.25,228.25,229,228.5,228.5,229,228.75,229,228.5,228
49,2013-02-08,2013,"201302","20130208",225.5,225.75,226,226,226.5,226,226,225.75,225,224.5,224.75,224.75,225,225,225.25,225.75,226.5,226.25,225.5,225.75,225.75,226,225.75,225.75,225.5,225.75,226,226.5,226.5,226.25,226.25,225.75,225.25,225,225,225,225.25,225,225.75,226,226.5,226.25,226,226,225.75,226,225.75,225.75,225.75,226.25,226.25,226.75,226.75,226,226.25,226,225.25,225,225.25,225.75,225.75,225.5,225.5,226.5,227,226.25,226.5,226,227,226,226.5,226.25
49,2013-02-09,2013,"201302","20130209",227,227.25,227,227.5,227.25,226.75,226.75,226.75,226.5,226,225.75,226.25,226.25,226.5,226.5,227,227.25,226.75,226.25,226.25,226.25,226,226,225.5,226.5,227,227,227.5,227.25,227,227.5,227.25,227,226.25,226.25,226.25,226.25,226.5,227,227,227.5,227,226.5,226.75,226.25,226.5,226,226,226.75,227.25,227.25,227.25,227,227.25,227.5,227.75,227,227,226.75,226.5,226.5,226.75,227,227.75,228,227.5,227.25,227,227,227.25,226.75,226
49,2013-02-10,2013,"201302","20130210",225.5,226.25,227,227.25,227,227,226.75,227.75,227.75,227.5,226.75,227,227,227.25,227.25,227.5,228,227,226.25,226.5,226.25,226.75,226,226.25,226.25,227,227,227.25,227.25,227,227,228,227.75,228,227.25,227.25,227.25,227.5,227.5,228,228,227,226.75,227,226.75,226.75,227,227,226,227,227.25,227,227.25,227.5,227.25,228.25,228.25,228.25,227.75,227.75,227.5,227.5,227.75,228,228.25,227.5,227,227,227,227,227,227.25
49,2013-02-11,2013,"201302","20130211",227,227.5,227.25,227.5,228,227.5,227,227.25,227,227,226.5,227,227,227,226.75,227,227,226.25,226,226,226,226,226,226,227.25,228,227.25,227.5,228,227.75,227.25,228,227,227,227,227,227,227,227,227.25,227,226.75,226,226,226,226.25,226,226.25,227.75,227.75,227.5,227.75,228,227.5,227.75,228,227.75,227.25,227.25,227.5,227,227.25,227,227.75,228,227,227,226.75,226.75,226.5,226.75,226.25
49,2013-02-12,2013,"201302","20130212",226.5,226.75,227,227,227.25,227.25,227.25,227.25,226.5,227,226.5,226.25,226.75,226.75,227,227.75,227.25,226.5,226,226,226,226.25,226,226.5,226.75,227,227,227,227.5,228,227.5,227.5,227,227,226.75,226.75,227,227,227,227.75,227.25,226.75,226.25,226.25,226.25,226,226,226.5,226.75,227.5,227.25,227.25,227.5,227.75,227.75,227.5,227,227,227,227,227.25,227.25,227.25,228.5,227.75,227.25,226.5,226.25,226.25,227,226.75,226.75
49,2013-02-13,2013,"201302","20130213",227,227.25,227.25,227.75,227.5,227,227.25,227.75,226.25,226.75,226.5,226.25,226,226,226.75,227.25,227,226.5,226.25,226,226.25,226,226,226.25,227,227.25,227.5,228,227.75,227.25,227.5,228,227,227,227,227,227,227,226.75,227.25,227,226.75,226.25,226,226.25,226.25,226.25,226.75,227.5,227.25,227.5,228,227.75,228,227.75,228,227,227,227,227,227.25,227.25,227,227.25,227.75,227.25,227,226.75,226.5,226.5,226.5,227
49,2013-02-14,2013,"201302","20130214",226.75,227.5,227.25,227.75,227.25,228,227.25,226.75,226.25,226,226,226,226,226,226,226.75,226.75,226.5,226,226,226.25,226,226,226,227,227.5,227.75,228,227.25,227.75,227.5,227.5,226.75,226,226,226,226.25,226.25,226,226.5,226.75,226.75,226,226,226,226,226,226.25,227.75,227.75,227.5,228,228,227.75,227.5,227.75,227,227,226.5,226.75,227,227,226.75,226.75,227,227.25,226.5,227,226.75,226.25,226.25,226.5
49,2013-02-15,2013,"201302","20130215",226.75,227,227.5,227.25,227.25,227.25,227,227.25,226.25,226,225.75,225.75,226,225.75,225.75,226,226,225.75,225.25,225.5,225.5,225.25,225.25,225.25,226.75,227.25,227.75,227.75,227.25,227.75,227,227,226.25,226,226,226,226.5,226,226,226,226.75,226,225.75,225.75,225.5,225.75,225.25,225.25,227,227.25,227.5,227.75,227.75,228,227.25,227.75,227,227,226.75,226.25,226.5,226,226.25,227,226.75,226.25,226.5,226,226,226,226,226
49,2013-02-16,2013,"201302","20130216",225.75,226.25,226.5,226.5,227,226.25,226,226.25,225,224.75,224.5,224.25,224.25,224,224,224.25,224.5,224.5,224.25,224.75,224.5,225,224.5,224.25,226,226.5,226.75,226.75,227,226.25,226,226.25,225,225,224.25,224,224.5,224,224.25,224.25,225,224.5,224.75,225,224.75,225,224.75,224.25,226,226.75,226.75,226.75,227,227,226.25,226.75,225.75,225.5,225,225,225,224.25,224.75,225,225,225,225,225.5,225,225.25,225.25,225
49,2013-02-17,2013,"201302","20130217",225,225.75,226,226.25,226,226,226,225.5,224.75,224,223.75,224,223.75,222.5,223,224.25,224.25,224,224,224.5,224.75,225,224.75,224.25,225,226,226.25,226.25,226,226,226,225.5,224.75,224,223.5,224,223.75,222.75,223,223.75,224.25,224.25,224.25,224.5,224.5,225,224.75,224.5,225.5,226,226.5,226.25,226.25,226.75,226,226,225,224.75,224,224.75,224.5,223.75,223.5,224.5,225,224.75,224.75,225,225.5,225.5,225.25,225
49,2013-02-18,2013,"201302","20130218",225,225.25,225.5,225.75,225.25,225.75,225.25,225,223,222.5,223,223,222.75,223,225.25,227,227,227,227.25,227,226.75,227.5,227,227,225,225.5,225.5,225.75,225.5,225.75,225.25,224.75,223,222.25,223,223,222.75,223,225.5,227,227.25,227,227,227,226.75,227,227,227,225.25,225.25,226,225.75,225.5,225.75,225.5,225.5,223.75,223.5,223,223.25,223.25,223.75,226.25,227.5,227.75,227.5,227.75,227.75,227.5,228,227.25,227.75
49,2013-02-19,2013,"201302","20130219",227.25,227.5,228.25,228,228.25,227.75,227,226.75,225.75,225.75,225.25,226,225.75,225.75,226,226.5,227,227,226.5,226.5,227,227,227.25,227.25,227,227.75,228,228.5,228.25,227.75,227,226.75,226,225.5,225.25,225.5,226,225.75,225.75,226.5,227,227.25,226.5,226.75,227,227.25,227.5,227.25,228,228.5,228.25,228.25,228.25,227.75,228,227.75,226.25,226.25,226,226.5,226.75,226.5,226.25,227,227.5,228,227.25,227.25,227.5,228,228,227.75
49,2013-02-20,2013,"201302","20130220",228,228,226.75,225.5,226,225.25,224.75,224.75,223,222.75,223,223.5,223.5,222.5,222.75,223.5,224,223.75,223.5,224,224.5,224,224,224.75,228,228,226.75,225.5,226,225.25,225,224.75,223.25,223,223.25,223.75,223.25,222.75,222.75,223.5,224,223.5,223.75,224,224.5,224.25,224.25,225,228,228.25,227.5,225.25,226,225.75,225.5,225.25,224,223.75,223.5,224.25,223.75,223,223.5,224,224.75,224.25,224.25,224.5,224.75,225,225,225
49,2013-02-21,2013,"201302","20130221",224.75,225,225.75,225.25,225.75,225.5,225,224.5,223.5,223,222.75,223.25,222.75,223,224,224.25,224.75,225,224.5,224.5,224,224.25,224.5,224.25,224.75,224.75,225.75,225.25,225.75,225.5,225,224.5,223.5,222.75,222.75,223.25,223,223,224,223.75,225,225,224.75,224.5,224.5,224.5,224.75,225,225,225,225.75,225.5,225.75,226,225.25,225,224.25,224,223.5,223.25,223.75,223.75,224,224.5,225,225.75,224.75,225,225,225,225.25,224.5
49,2013-02-22,2013,"201302","20130222",224.75,225,225.25,225.25,225.25,225.25,225,224.5,223.25,223,223.25,223.5,223.25,223,224,224.5,225,224.75,224.75,224.25,224.5,224.75,224.75,224,224.5,225,225.25,225.25,225.5,225.25,225,224.5,223.5,223,223.5,223.5,223.25,223,224,224.5,225,225,224.75,224.5,224.75,224.75,225,224.25,225,225.5,226,225.25,225.5,225.5,225.25,224.75,224.25,223.75,223.5,223.75,224.25,223.75,224.5,225,225.75,225.25,225,225,225,225.5,225,224.75
49,2013-02-23,2013,"201302","20130223",224.75,225,225.5,225,225.25,225.75,225.5,225.25,224.5,224,224.25,224,224.5,223.25,224,224,224.25,224.5,224.25,224.25,224.5,224.5,224.5,224.25,224.75,225,225.75,225,225.25,226,225.25,225.5,224.75,224,224.25,224,224.75,223.75,224,224,224.75,224.5,224.75,224.5,224.5,225,224.75,224.5,225,225,225.5,225.25,225.5,226.25,225.75,226,225.25,224.75,224.5,224.5,224.75,224,224.5,224.5,225.25,225,224.75,225,225.5,225.25,225,224.75
49,2013-02-24,2013,"201302","20130224",224.5,224.5,224.75,225,225.5,224.75,225.25,225.25,224.75,224.5,224,224.75,224.5,223.75,223.5,224.25,224.75,224.5,224,224,224.25,224.25,224,224,225,224.75,225,225,225.5,225,225.25,225.75,224.75,224.75,224,224.5,224.75,223.75,223.75,224.5,224.75,224.75,224,224.25,224.5,225,224.25,224.75,225,225.25,225.25,225,226,225.5,225.75,226,225.5,225,224.5,224.75,225,224,224,225.5,225.25,225,224.75,225.25,225,225.25,224.75,225
49,2013-02-25,2013,"201302","20130225",225,225,225.75,225.25,225.5,225,225,224.75,223,223.25,222.75,222.5,223,222.5,223.25,223.75,224,224.5,224,223.75,224,224.25,224,223.75,225,225,225.75,225.25,225.25,225,225,224.5,223,222.75,222.25,222.5,223,222.5,223.25,223.75,224,224.5,224,223.75,224,224.75,224.25,224.25,225.25,225,225.75,225.75,225.5,225.5,225,225.25,223.75,223.75,223.25,223.25,223.5,223.25,224,224.5,224.75,225,224.75,224.5,225,225,224.5,224.25
