"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29"
49,2013-03-07,2013,"201303","20130307",6839.175,6839.2575,6839.32,6839.3725,6839.43,6839.4875,6839.56,6839.665,6839.8075,6839.935,6840.0525,6840.16,6840.2575,6840.355,6840.45,6840.53,6840.62,6840.745,6840.8925,6841.0525,6841.24,6841.4475,6841.645,6841.805
49,2013-03-08,2013,"201303","20130308",6841.9375,6842.025,6842.0875,6842.1425,6842.195,6842.255,6842.3275,6842.4425,6842.58,6842.7325,6842.8425,6842.9475,6843.04,6843.145,6843.25,6843.345,6843.4525,6843.585,6843.73,6843.905,6844.1,6844.33,6844.56,6844.7575
49,2013-03-09,2013,"201303","20130309",6844.8925,6844.98,6845.045,6845.1,6845.155,6845.2275,6845.3,6845.3825,6845.5075,6845.655,6845.7975,6845.945,6846.09,6846.215,6846.3275,6846.435,6846.5375,6846.665,6846.825,6847.0175,6847.24,6847.4575,6847.6725,6847.8475
49,2013-03-10,2013,"201303","20130310",6847.98,6848.0725,6848.1475,6848.205,6848.2675,6848.33,6848.4025,6848.5,6848.605,6848.735,6848.875,6849.005,6849.135,6849.265,6849.385,6849.505,6849.63,6849.78,6849.9575,6850.155,6850.365,6850.59,6850.805,6850.985
49,2013-03-11,2013,"201303","20130311",6851.105,6851.1975,6851.265,6851.3175,6851.37,6851.4275,6851.5025,6851.6175,6851.755,6851.8925,6852.0125,6852.1275,6852.2275,6852.3225,6852.405,6852.4825,6852.575,6852.68,6852.8125,6852.9775,6853.1775,6853.3775,6853.585,6853.745
49,2013-03-12,2013,"201303","20130312",6853.87,6853.95,6854.01,6854.0675,6854.125,6854.19,6854.2725,6854.385,6854.5125,6854.6525,6854.7675,6854.87,6854.975,6855.0775,6855.16,6855.2475,6855.35,6855.465,6855.6175,6855.805,6856.0175,6856.2225,6856.4025,6856.555
49,2013-03-13,2013,"201303","20130313",6856.68,6856.7575,6856.82,6856.8725,6856.9225,6856.9775,6857.0475,6857.1475,6857.305,6857.455,6857.5725,6857.6825,6857.7875,6857.88,6857.9675,6858.045,6858.1375,6858.28,6858.415,6858.58,6858.76,6858.9575,6859.1725,6859.3375
49,2013-03-14,2013,"201303","20130314",6859.4725,6859.5575,6859.6225,6859.6775,6859.7325,6859.7925,6859.865,6859.9675,6860.1075,6860.2425,6860.3425,6860.45,6860.5475,6860.65,6860.74,6860.86,6860.9725,6861.08,6861.205,6861.3625,6861.5475,6861.76,6861.9825,6862.155
49,2013-03-15,2013,"201303","20130315",6862.27,6862.35,6862.41,6862.4675,6862.52,6862.58,6862.655,6862.765,6862.9075,6863.04,6863.145,6863.235,6863.33,6863.425,6863.515,6863.615,6863.73,6863.855,6863.985,6864.17,6864.3625,6864.575,6864.775,6864.9525
49,2013-03-16,2013,"201303","20130316",6865.08,6865.17,6865.2375,6865.3,6865.3625,6865.43,6865.515,6865.6125,6865.7425,6865.8775,6866.005,6866.1425,6866.28,6866.4025,6866.5175,6866.6125,6866.7125,6866.84,6866.99,6867.16,6867.3625,6867.5875,6867.805,6867.9875
49,2013-03-17,2013,"201303","20130317",6868.12,6868.21,6868.285,6868.345,6868.4,6868.46,6868.52,6868.605,6868.7275,6868.87,6869.005,6869.16,6869.3025,6869.425,6869.5375,6869.64,6869.755,6869.89,6870.065,6870.275,6870.5,6870.735,6870.9625,6871.135
