1,2018,201801,20180101,2500.294047,2500.283880,2500.294047,2500.283880,2495.108047,2495.108047,2495.097572,2495.108047,2494.952563,2494.952562,2494.942069,2494.942069,2495.203563,2495.203560,2495.203560,2495.203560,2494.967789,2494.967792,2494.967791,2494.957246,2493.600017,2493.589334,2493.589334,2493.600019,2489.485249,2489.485250,2489.485250,2489.485250,2486.110944,2486.110945,2486.110945,2486.110945,2487.097406,2487.097403,2487.097403,2487.097403,2487.337434,2487.337429,2487.337429,2487.337429,2487.433359,2487.433358,2487.433358,2487.433358,2487.582402,2487.582399,2487.582399,2487.582399,2489.411562,2489.411559,2489.411559,2489.411559,2493.892672,2493.892667,2493.892667,2493.892667,2497.485265,2497.485263,2497.485263,2497.485263,2500.876714,2500.876714,2500.876714,2500.876714,2503.257943,2503.257942,2503.257942,2503.257942,2502.724259,2502.724259,2502.724259,2502.724259,2502.378363,2502.378361,2502.378361,2502.378361,2503.400809,2503.400808,2503.400808,2503.400808,2479.174068,2479.174072,2479.174072,2479.174072,2480.945090,2480.945088,2480.945088,2480.945088,2484.878832,2484.878830,2484.878830,2484.878830,2489.910597,2489.910596,2489.910596,2489.910596
1,2018,201801,20180102,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827,2514.966827
10,2018,201801,20180101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10,2018,201801,20180102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100,2018,201801,20180101,2568.969863,2568.891591,2568.969864,2568.891591,2533.800364,2533.800367,2533.720748,2533.800367,2532.458098,2532.458088,2532.378378,2532.378378,2533.833644,2533.833618,2533.833618,2533.833618,2532.538585,2532.538608,2532.538608,2532.458499,2525.024764,2524.943756,2524.943756,2525.024778,2502.394481,2502.394488,2502.394488,2502.394488,2483.806123,2483.806134,2483.806135,2483.806135,2489.227013,2489.226988,2489.226988,2489.226988,2490.561306,2490.561268,2490.561267,2490.561267,2491.101686,2491.101675,2491.101675,2491.101675,2491.935527,2491.935506,2491.935506,2491.935506,2503.100293,2503.100266,2503.100265,2503.100265,2531.423561,2531.423524,2531.423523,2531.423523,2554.558653,2554.558631,2554.558631,2554.558631,2577.886607,2577.886607,2577.886607,2577.886607,2597.405799,2597.405792,2597.405792,2597.405792,2600.265104,2600.265104,2600.265104,2600.265104,2600.020364,2600.020349,2600.020349,2600.020349,2605.299756,2605.299749,2605.299749,2605.299749,2445.774387,2445.774421,2445.774422,2445.774422,2455.519490,2455.519474,2455.519474,2455.519474,2477.148506,2477.148488,2477.148488,2477.148488,2504.778219,2504.778210,2504.778210,2504.778210
100,2018,201801,20180102,2666.935334,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330,2666.935330
102,2018,201801,20180101,2569.499063,2569.420558,2569.499064,2569.420558,2534.649334,2534.649338,2534.569493,2534.649338,2533.414823,2533.414813,2533.334880,2533.334880,2534.881571,2534.881546,2534.881546,2534.881546,2533.501357,2533.501381,2533.501381,2533.421047,2525.493640,2525.412390,2525.412390,2525.493654,2501.381042,2501.381050,2501.381050,2501.381050,2481.581322,2481.581334,2481.581334,2481.581334,2487.358485,2487.358459,2487.358459,2487.358459,2488.776359,2488.776320,2488.776320,2488.776320,2489.348524,2489.348513,2489.348513,2489.348513,2490.233655,2490.233634,2490.233634,2490.233634,2501.682007,2501.681978,2501.681978,2501.681978,2530.389527,2530.389488,2530.389488,2530.389488,2553.721182,2553.721159,2553.721159,2553.721159,2576.798098,2576.798098,2576.798098,2576.798098,2595.227066,2595.227059,2595.227059,2595.227059,2596.171828,2596.171827,2596.171827,2596.171827,2595.313750,2595.313735,2595.313735,2595.313735,2600.970449,2600.970441,2600.970441,2600.970441,2441.019353,2441.019388,2441.019389,2441.019389,2451.405190,2451.405173,2451.405173,2451.405173,2474.457632,2474.457614,2474.457613,2474.457613,2503.910193,2503.910184,2503.910184,2503.910184
102,2018,201801,20180102,2667.725931,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927,2667.725927
103,2018,201801,20180101,2567.436964,2567.358395,2567.436965,2567.358395,2532.835794,2532.835798,2532.755896,2532.835798,2531.674539,2531.674530,2531.594541,2531.594542,2533.200792,2533.200766,2533.200766,2533.200766,2531.765034,2531.765058,2531.765058,2531.684670,2523.435064,2523.353748,2523.353748,2523.435078,2498.354211,2498.354219,2498.354219,2498.354219,2477.762021,2477.762033,2477.762033,2477.762033,2483.772451,2483.772425,2483.772424,2483.772424,2485.244939,2485.244900,2485.244899,2485.244899,2485.837824,2485.837812,2485.837812,2485.837812,2486.756440,2486.756419,2486.756419,2486.756418,2498.383547,2498.383518,2498.383517,2498.383517,2527.320049,2527.320009,2527.320009,2527.320009,2550.760120,2550.760097,2550.760097,2550.760097,2573.645775,2573.645775,2573.645775,2573.645775,2591.325297,2591.325290,2591.325289,2591.325289,2590.983336,2590.983335,2590.983335,2590.983335,2589.713688,2589.713674,2589.713673,2589.713673,2595.617887,2595.617880,2595.617879,2595.617879,2435.539367,2435.539403,2435.539403,2435.539403,2446.346122,2446.346106,2446.346105,2446.346105,2470.332340,2470.332321,2470.332321,2470.332321,2500.978180,2500.978171,2500.978171,2500.978171
103,2018,201801,20180102,2665.739951,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947,2665.739947
