1154->1296,0,23,24,1,1,1154,1296,0.476691,0.00585712,47.67,0.59,,,,,,,,,,
1296->2698,0,24,266,1,1,1296,2698,0.904869,2.1739,90.49,217.39,,,,,,,,,,
1296->943,0,24,13,1,1,1296,943,-2.20036,-1.43945,-220.04,-143.95,,,,,,,,,,
1296->943,0,24,13,1,1,1296,943,-2.20036,-1.43945,-220.04,-143.95,,,,,,,,,,
543->3698,0,25,350,1,1,543,3698,0.722328,-0.265038,72.23,-26.5,,,,,,,,,,
2146->543,0,26,25,1,1,2146,543,-2.21025,0.349529,-221.03,34.95,,,,,,,,,,
2146->543,0,26,25,1,1,2146,543,-2.21025,0.349529,-221.03,34.95,,,,,,,,,,
2146->1906,0,26,19,1,1,2146,1906,0.886034,0.229065,88.6,22.91,,,,,,,,,,
2146->3588,0,26,335,1,1,2146,3588,0.305276,-0.15759,30.53,-15.76,,,,,,,,,,
580->3698,0,27,350,1,1,580,3698,0.674476,-0.218951,67.45,-21.9,,,,,,,,,,
580->10700,0,27,644,1,1,580,10700,-0.00141948,-0.0155216,-0.14,-1.55,,,,,,,,,,
580->499,0,27,20,1,1,580,499,-0.152236,0.19475,-15.22,19.48,,,,,,,,,,
580->10668,0,27,639,1,1,580,10668,-0.00153517,-0.0633731,-0.15,-6.34,,,,,,,,,,
1767->600,0,28,56,1,1,1767,600,0.74776,-0.338762,74.78,-33.88,,,,,,,,,,
1767->6828,0,28,529,1,1,1767,6828,0.000674052,-0.0638089,0.07,-6.38,,,,,,,,,,
1767->580,0,28,27,1,1,1767,580,-0.276614,-0.00802289,-27.66,-0.8,,,,,,,,,,
1767->10669,0,28,637,1,1,1767,10669,0.00202339,-0.15114,0.2,-15.11,,,,,,,,,,
1374->3680,0,29,344,1,1,1374,3680,0.378058,-0.597823,37.81,-59.78,,,,,,,,,,
1374->3680,0,29,344,1,1,1374,3680,0.378058,-0.597823,37.81,-59.78,,,,,,,,,,
1374->687,0,29,30,1,1,1374,687,-1.68081,0.740479,-168.08,74.05,,,,,,,,,,
1374->687,0,29,30,1,1,1374,687,-1.68081,0.740479,-168.08,74.05,,,,,,,,,,
1374->687,0,29,30,1,1,1374,687,-1.68081,0.740479,-168.08,74.05,,,,,,,,,,
687->5758,0,30,471,1,1,687,5758,0.468097,-0.162052,46.81,-16.21,,,,,,,,,,
687->1814,0,30,146,1,1,687,1814,-0.611574,0.00673805,-61.16,0.67,,,,,,,,,,
1559->1778,0,31,160,1,1,1559,1778,-3.59011,-0.0794371,-359.01,-7.94,,,,,,,,,,
1559->1778,0,31,160,1,1,1559,1778,-3.59011,-0.0794371,-359.01,-7.94,,,,,,,,,,
1559->10904,0,31,142,1,1,1559,10904,-1.62872,0.144499,-162.87,14.45,,,,,,,,,,
1559->555,0,31,32,1,1,1559,555,-0.769624,0.174449,-76.96,17.44,,,,,,,,,,
1559->1135,0,31,143,1,1,1559,1135,-0.208923,-0.0914417,-20.89,-9.14,,,,,,,,,,
1559->597,0,31,65,1,1,1559,597,-0.699686,-0.0830568,-69.97,-8.31,,,,,,,,,,
1956->467,0,33,131,1,1,1956,467,-0.797091,-0.804052,-79.71,-80.41,,,,,,,,,,
1956->687,0,33,30,1,1,1956,687,-1.32974,0.0692012,-132.97,6.92,,,,,,,,,,
10910->687,0,34,30,1,1,10910,687,-2.10298,-0.533868,-210.3,-53.39,,,,,,,,,,
10910->687,0,34,30,1,1,10910,687,-2.10298,-0.533868,-210.3,-53.39,,,,,,,,,,
10905->784,0,35,36,1,1,10905,784,-5.85799,1.07811,-585.8,107.81,,,,,,,,,,
10905->1390,0,35,89,1,1,10905,1390,5.85773,-1.07805,585.77,-107.81,,,,,,,,,,
784->3955,0,36,386,1,1,784,3955,10.0562,-2.03656,1005.62,-203.66,,,,,,,,,,
784->3955,0,36,386,1,1,784,3955,10.0562,-2.03656,1005.62,-203.66,,,,,,,,,,
1517->784,0,37,36,1,1,1517,784,-5.50556,0.0491429,-550.56,4.91,,,,,,,,,,
1517->3989,0,37,388,1,1,1517,3989,2.57122,-1.36454,257.12,-136.45,,,,,,,,,,
1517->3989,0,37,388,1,1,1517,3989,2.57122,-1.36454,257.12,-136.45,,,,,,,,,,
843->1090,0,38,39,1,1,843,1090,1.68426,-0.181617,168.43,-18.16,,,,,,,,,,
846->1456,0,40,41,1,1,846,1456,1.78428,-0.463329,178.43,-46.33,,,,,,,,,,
846->1090,0,40,39,1,1,846,1090,0.528672,0.18893,52.87,18.89,,,,,,,,,,
1456->3055,0,41,274,1,1,1456,3055,2.51626,0.718346,251.63,71.83,,,,,,,,,,
1456->3055,0,41,274,1,1,1456,3055,2.51626,0.718346,251.63,71.83,,,,,,,,,,
1456->3827,0,41,365,1,1,1456,3827,1.81802,-0.551474,181.8,-55.15,,,,,,,,,,
1456->3827,0,41,365,1,1,1456,3827,1.81802,-0.551474,181.8,-55.15,,,,,,,,,,
1382->4882,0,42,418,1,1,1382,4882,1.08898,-0.867955,108.9,-86.8,,,,,,,,,,
1382->10902,0,42,43,1,1,1382,10902,-1.95647,0.908888,-195.65,90.89,,,,,,,,,,
3313->2250,0,44,130,1,1,3313,2250,9.78E-06,-0.00799388,0,-0.8,,,,,,,,,,
3313->846,0,44,40,1,1,3313,846,0.100333,-0.122579,10.03,-12.26,,,,,,,,,,
3313->843,0,44,38,1,1,3313,843,-0.517081,0.110831,-51.71,11.08,,,,,,,,,,
857->623,0,45,46,1,1,857,623,-0.615922,-0.0405177,-61.59,-4.05,,,,,,,,,,
857->623,0,45,46,1,1,857,623,-0.615922,-0.0405177,-61.59,-4.05,,,,,,,,,,
857->2542,0,45,209,1,1,857,2542,0.513494,-0.00365663,51.35,-0.37,,,,,,,,,,
857->2542,0,45,209,1,1,857,2542,0.513494,-0.00365663,51.35,-0.37,,,,,,,,,,
1637->884,0,48,49,1,1,1637,884,-0.737824,0.114569,-73.78,11.46,,,,,,,,,,
1637->2369,0,48,213,1,1,1637,2369,-0.42215,-0.0299338,-42.22,-2.99,,,,,,,,,,
1637->580,0,48,27,1,1,1637,580,1.70653,-0.264551,170.65,-26.46,,,,,,,,,,
1637->580,0,48,27,1,1,1637,580,1.70653,-0.264551,170.65,-26.46,,,,,,,,,,
884->10407,0,49,632,1,1,884,10407,-0.0935837,0.008173,-9.36,0.82,,,,,,,,,,
1754->517,0,50,51,1,1,1754,517,-0.197201,0.0108619,-19.72,1.09,,,,,,,,,,
1754->467,0,50,131,1,1,1754,467,-0.727424,0.0784659,-72.74,7.85,,,,,,,,,,
1754->467,0,50,131,1,1,1754,467,-0.727424,0.0784659,-72.74,7.85,,,,,,,,,,
1000->10367,0,52,629,1,1,1000,10367,0.0221745,-0.287738,2.22,-28.77,,,,,,,,,,
1000->10367,0,52,629,1,1,1000,10367,0.0221745,-0.287738,2.22,-28.77,,,,,,,,,,
1000->570,0,52,53,1,1,1000,570,3.33089,-0.127864,333.09,-12.79,,,,,,,,,,
1000->570,0,52,53,1,1,1000,570,3.33089,-0.127864,333.09,-12.79,,,,,,,,,,
1000->3705,0,52,351,1,1,1000,3705,2.78745,-0.351625,278.75,-35.16,,,,,,,,,,
1000->3705,0,52,351,1,1,1000,3705,2.78745,-0.351625,278.75,-35.16,,,,,,,,,,
1000->9610,0,52,601,1,1,1000,9610,1.82908,-0.00604103,182.91,-0.6,,,,,,,,,,
1000->9610,0,52,601,1,1,1000,9610,1.82908,-0.00604103,182.91,-0.6,,,,,,,,,,
1000->3894,0,52,374,1,1,1000,3894,0.870585,0.24486,87.06,24.49,,,,,,,,,,
1000->1959,0,52,54,1,1,1000,1959,2.10695,0.503249,210.7,50.32,,,,,,,,,,
1000->1959,0,52,54,1,1,1000,1959,2.10695,0.503249,210.7,50.32,,,,,,,,,,
570->4094,0,53,400,1,1,570,4094,0.233385,-0.474078,23.34,-47.41,,,,,,,,,,
570->4094,0,53,400,1,1,570,4094,0.233385,-0.474078,23.34,-47.41,,,,,,,,,,
1039->3332,0,55,61,1,1,1039,3332,0.133208,0.021535,13.32,2.15,,,,,,,,,,
1039->600,0,55,56,1,1,1039,600,0.483243,-0.0551773,48.32,-5.52,,,,,,,,,,
1039->2452,0,55,247,1,1,1039,2452,1.43913,-0.554634,143.91,-55.46,,,,,,,,,,
1039->1767,0,55,28,1,1,1039,1767,-0.313297,0.247319,-31.33,24.73,,,,,,,,,,
1177->548,0,57,77,1,1,1177,548,-2.06895,0.536897,-206.9,53.69,,,,,,,,,,
1177->548,0,57,77,1,1,1177,548,-2.06895,0.536897,-206.9,53.69,,,,,,,,,,
1177->1031,0,57,58,1,1,1177,1031,1.25545,-0.688031,125.55,-68.8,,,,,,,,,,
1177->1031,0,57,58,1,1,1177,1031,1.25545,-0.688031,125.55,-68.8,,,,,,,,,,
1031->427,0,58,95,1,1,1031,427,0.423542,-0.42852,42.35,-42.85,,,,,,,,,,
1031->427,0,58,95,1,1,1031,427,0.423542,-0.42852,42.35,-42.85,,,,,,,,,,
1233->3360,0,59,321,1,1,1233,3360,1.53711,-0.310975,153.71,-31.1,,,,,,,,,,
1233->979,0,59,63,1,1,1233,979,-0.268055,-0.00745178,-26.81,-0.75,,,,,,,,,,
1233->6877,0,59,531,1,1,1233,6877,0.0682108,-0.180423,6.82,-18.04,,,,,,,,,,
1233->6877,0,59,531,1,1,1233,6877,0.0682108,-0.180423,6.82,-18.04,,,,,,,,,,
1233->1028,0,59,60,1,1,1233,1028,-0.364646,0.00591958,-36.46,0.59,,,,,,,,,,
3426->474,0,62,96,1,1,3426,474,0.502925,-0.165849,50.29,-16.58,,,,,,,,,,
3426->1000,0,62,52,1,1,3426,1000,-1.74915,1.30718,-174.92,130.72,,,,,,,,,,
3426->1000,0,62,52,1,1,3426,1000,-1.74915,1.30718,-174.92,130.72,,,,,,,,,,
3426->10898,0,62,97,1,1,3426,10898,0.442264,-0.161648,44.23,-16.16,,,,,,,,,,
3284->3360,0,64,321,1,1,3284,3360,0.989537,-0.275109,98.95,-27.51,,,,,,,,,,
3284->1761,0,64,177,1,1,3284,1761,-0.766403,0.350956,-76.64,35.1,,,,,,,,,,
3284->1233,0,64,59,1,1,3284,1233,0.550086,-0.245924,55.01,-24.59,,,,,,,,,,
2213->981,0,66,137,1,1,2213,981,2.13108,-0.406175,213.11,-40.62,,,,,,,,,,
2213->981,0,66,137,1,1,2213,981,2.13108,-0.406175,213.11,-40.62,,,,,,,,,,
2213->1343,0,66,159,1,1,2213,1343,-1.63747,-0.352915,-163.75,-35.29,,,,,,,,,,
2213->1343,0,66,159,1,1,2213,1343,-1.63747,-0.352915,-163.75,-35.29,,,,,,,,,,
2213->1090,0,66,39,1,1,2213,1090,-0.80458,0.57418,-80.46,57.42,,,,,,,,,,
2213->1090,0,66,39,1,1,2213,1090,-0.80458,0.57418,-80.46,57.42,,,,,,,,,,
1157->1131,0,67,68,1,1,1157,1131,-0.840151,0.27654,-84.02,27.65,,,,,,,,,,
1157->1889,0,67,117,1,1,1157,1889,-0.810744,0.262086,-81.07,26.21,,,,,,,,,,
1204->1157,0,69,67,1,1,1204,1157,-0.013249,0.590161,-1.32,59.02,,,,,,,,,,
1204->1157,0,69,67,1,1,1204,1157,-0.013249,0.590161,-1.32,59.02,,,,,,,,,,
2047->2831,0,70,193,1,1,2047,2831,0.283972,-0.173748,28.4,-17.37,,,,,,,,,,
2047->2831,0,70,193,1,1,2047,2831,0.283972,-0.173748,28.4,-17.37,,,,,,,,,,
2047->1147,0,70,71,1,1,2047,1147,0.611061,0.109737,61.11,10.97,,,,,,,,,,
2047->1147,0,70,71,1,1,2047,1147,0.611061,0.109737,61.11,10.97,,,,,,,,,,
2047->10228,0,70,620,1,1,2047,10228,0.220655,-0.143326,22.07,-14.33,,,,,,,,,,
2047->10228,0,70,620,1,1,2047,10228,0.220655,-0.143326,22.07,-14.33,,,,,,,,,,
1264->3202,0,72,287,1,1,1264,3202,0.323766,0.000820918,32.38,0.08,,,,,,,,,,
1264->1173,0,72,73,1,1,1264,1173,-0.808443,0.175677,-80.84,17.57,,,,,,,,,,
1189->7610,0,74,548,1,1,1189,7610,1.50486,-0.741235,150.49,-74.12,,,,,,,,,,
1189->7610,0,74,548,1,1,1189,7610,1.50486,-0.741235,150.49,-74.12,,,,,,,,,,
1189->3715,0,74,354,1,1,1189,3715,3.63688,0.21136,363.69,21.14,,,,,,,,,,
1189->3715,0,74,354,1,1,1189,3715,3.63688,0.21136,363.69,21.14,,,,,,,,,,
1189->667,0,74,76,1,1,1189,667,0.195893,-0.0556483,19.59,-5.56,,,,,,,,,,
1189->6628,0,74,498,1,1,1189,6628,-1.06425,0.706778,-106.43,70.68,,,,,,,,,,
1189->6628,0,74,498,1,1,1189,6628,-1.06425,0.706778,-106.43,70.68,,,,,,,,,,
1189->507,0,74,75,1,1,1189,507,0.345206,-0.305399,34.52,-30.54,,,,,,,,,,
1189->3350,0,74,317,1,1,1189,3350,1.75648,0.308271,175.65,30.83,,,,,,,,,,
1189->3350,0,74,317,1,1,1189,3350,1.75648,0.308271,175.65,30.83,,,,,,,,,,
507->607,0,75,94,1,1,507,607,2.64783,0.0825063,264.78,8.25,,,,,,,,,,
507->607,0,75,94,1,1,507,607,2.64783,0.0825063,264.78,8.25,,,,,,,,,,
507->2940,0,75,316,1,1,507,2940,-5.02173,-0.804217,-502.17,-80.42,,,,,,,,,,
507->2940,0,75,316,1,1,507,2940,-5.02173,-0.804217,-502.17,-80.42,,,,,,,,,,
3227->678,0,78,153,1,1,3227,678,0.00159891,-0.00363747,0.16,-0.36,,,,,,,,,,
3227->1221,0,78,149,1,1,3227,1221,0.00999396,-0.224449,1,-22.44,,,,,,,,,,
3227->1189,0,78,74,1,1,3227,1189,-1.38293,-0.165217,-138.29,-16.52,,,,,,,,,,
2190->8551,0,79,581,1,1,2190,8551,1.13135,-0.681533,113.14,-68.15,,,,,,,,,,
2190->8551,0,79,581,1,1,2190,8551,1.13135,-0.681533,113.14,-68.15,,,,,,,,,,
2190->2659,0,79,276,1,1,2190,2659,1.76591,-0.512892,176.59,-51.29,,,,,,,,,,
2190->1189,0,79,74,1,1,2190,1189,-3.92408,1.15214,-392.41,115.21,,,,,,,,,,
2190->1189,0,79,74,1,1,2190,1189,-3.92408,1.15214,-392.41,115.21,,,,,,,,,,
1403->10913,0,80,228,1,1,1403,10913,-0.489397,0.0783418,-48.94,7.83,,,,,,,,,,
1403->2363,0,80,204,1,1,1403,2363,-0.523747,0.0901151,-52.37,9.01,,,,,,,,,,
1403->1264,0,80,72,1,1,1403,1264,-0.222839,0.0722076,-22.28,7.22,,,,,,,,,,
1403->1264,0,80,72,1,1,1403,1264,-0.222839,0.0722076,-22.28,7.22,,,,,,,,,,
1403->2153,0,80,401,1,1,1403,2153,-0.000254822,-0.172984,-0.03,-17.3,,,,,,,,,,
1403->10912,0,80,339,1,1,1403,10912,-0.278507,0.017341,-27.85,1.73,,,,,,,,,,
1638->1284,0,81,82,1,1,1638,1284,-0.522948,0.0298008,-52.29,2.98,,,,,,,,,,
1284->4061,0,82,396,1,1,1284,4061,0.241678,-0.186305,24.17,-18.63,,,,,,,,,,
1284->4061,0,82,396,1,1,1284,4061,0.241678,-0.186305,24.17,-18.63,,,,,,,,,,
1662->1284,0,83,82,1,1,1662,1284,-1.87455,0.324186,-187.46,32.42,,,,,,,,,,
1662->1284,0,83,82,1,1,1662,1284,-1.87455,0.324186,-187.46,32.42,,,,,,,,,,
1662->804,0,83,104,1,1,1662,804,2.85202,-0.371916,285.2,-37.19,,,,,,,,,,
1662->804,0,83,104,1,1,1662,804,2.85202,-0.371916,285.2,-37.19,,,,,,,,,,
1662->1809,0,83,113,1,1,1662,1809,-2.03313,-0.00399922,-203.31,-0.4,,,,,,,,,,
1662->1809,0,83,113,1,1,1662,1809,-2.03313,-0.00399922,-203.31,-0.4,,,,,,,,,,
2243->1293,0,85,171,1,1,2243,1293,1.25558,-0.0742696,125.56,-7.43,,,,,,,,,,
2243->1652,0,85,86,1,1,2243,1652,-0.604532,0.0173389,-60.45,1.73,,,,,,,,,,
1711->777,0,87,88,1,1,1711,777,1.7156,0.434075,171.56,43.41,,,,,,,,,,
777->825,0,88,220,1,1,777,825,-1.20697,-0.493984,-120.7,-49.4,,,,,,,,,,
777->3623,0,88,341,1,1,777,3623,0.939953,0.337612,94,33.76,,,,,,,,,,
777->636,0,88,170,1,1,777,636,-0.399764,-0.285428,-39.98,-28.54,,,,,,,,,,
1390->886,0,89,15,1,1,1390,886,11.8456,-2.12089,1184.56,-212.09,,,,,,,,,,
1390->886,0,89,15,1,1,1390,886,11.8456,-2.12089,1184.56,-212.09,,,,,,,,,,
1390->1328,0,89,150,1,1,1390,1328,4.39596,-0.740028,439.6,-74,,,,,,,,,,
1793->6688,0,91,501,1,1,1793,6688,-0.327204,-0.156142,-32.72,-15.61,,,,,,,,,,
1793->1467,0,91,92,1,1,1793,1467,1.1226,0.347108,112.26,34.71,,,,,,,,,,
1479->607,0,93,94,1,1,1479,607,-1.83206,0.00457555,-183.21,0.46,,,,,,,,,,
1479->607,0,93,94,1,1,1479,607,-1.83206,0.00457555,-183.21,0.46,,,,,,,,,,
607->7610,0,94,548,1,1,607,7610,-0.742825,0.557631,-74.28,55.76,,,,,,,,,,
607->7610,0,94,548,1,1,607,7610,-0.742825,0.557631,-74.28,55.76,,,,,,,,,,
607->10926,0,94,416,1,1,607,10926,0.0479673,-0.0595088,4.8,-5.95,,,,,,,,,,
607->4054,0,94,395,1,1,607,4054,0.0153393,-0.289838,1.53,-28.98,,,,,,,,,,
607->4054,0,94,395,1,1,607,4054,0.0153393,-0.289838,1.53,-28.98,,,,,,,,,,
427->9964,0,95,605,1,1,427,9964,-0.161148,-0.127287,-16.11,-12.73,,,,,,,,,,
427->9964,0,95,605,1,1,427,9964,-0.161148,-0.127287,-16.11,-12.73,,,,,,,,,,
1520->2735,0,98,264,1,1,1520,2735,0.506433,0.171736,50.64,17.17,,,,,,,,,,
1520->1214,0,98,99,1,1,1520,1214,0.129197,-0.0709818,12.92,-7.1,,,,,,,,,,
1520->1214,0,98,99,1,1,1520,1214,0.129197,-0.0709818,12.92,-7.1,,,,,,,,,,
1520->1467,0,98,92,1,1,1520,1467,-0.903094,-0.443809,-90.31,-44.38,,,,,,,,,,
1520->1467,0,98,92,1,1,1520,1467,-0.903094,-0.443809,-90.31,-44.38,,,,,,,,,,
1551->1097,0,100,141,1,1,1551,1097,-4.7474,-0.0621508,-474.74,-6.22,,,,,,,,,,
1551->1097,0,100,141,1,1,1551,1097,-4.7474,-0.0621508,-474.74,-6.22,,,,,,,,,,
1551->2020,0,100,101,1,1,1551,2020,13.8497,-3.74381,1384.97,-374.38,,,,,,,,,,
1551->2020,0,100,101,1,1,1551,2020,13.8497,-3.74381,1384.97,-374.38,,,,,,,,,,
1551->2020,0,100,101,1,1,1551,2020,13.8497,-3.74381,1384.97,-374.38,,,,,,,,,,
1551->2020,0,100,101,1,1,1551,2020,13.8497,-3.74381,1384.97,-374.38,,,,,,,,,,
2020->995,0,101,185,1,1,2020,995,14.8809,-0.939681,1488.09,-93.97,,,,,,,,,,
2020->995,0,101,185,1,1,2020,995,14.8809,-0.939681,1488.09,-93.97,,,,,,,,,,
2020->1603,0,101,119,1,1,2020,1603,13.5676,-1.13556,1356.76,-113.56,,,,,,,,,,
2020->1603,0,101,119,1,1,2020,1603,13.5676,-1.13556,1356.76,-113.56,,,,,,,,,,
2073->1520,0,102,98,1,1,2073,1520,-1.86106,-0.198232,-186.11,-19.82,,,,,,,,,,
2073->1520,0,102,98,1,1,2073,1520,-1.86106,-0.198232,-186.11,-19.82,,,,,,,,,,
1655->868,0,103,105,1,1,1655,868,0.358523,-0.0982593,35.85,-9.83,,,,,,,,,,
1655->868,0,103,105,1,1,1655,868,0.358523,-0.0982593,35.85,-9.83,,,,,,,,,,
1820->1645,0,106,107,1,1,1820,1645,-0.247859,-0.0458352,-24.79,-4.58,,,,,,,,,,
1820->2567,0,106,214,1,1,1820,2567,-0.313583,0.0186486,-31.36,1.86,,,,,,,,,,
1820->2567,0,106,214,1,1,1820,2567,-0.313583,0.0186486,-31.36,1.86,,,,,,,,,,
1730->6826,0,109,520,1,1,1730,6826,-0.000827706,-0.0570934,-0.08,-5.71,,,,,,,,,,
1730->1271,0,109,110,1,1,1730,1271,3.21588,0.0715672,321.59,7.16,,,,,,,,,,
1730->1271,0,109,110,1,1,1730,1271,3.21588,0.0715672,321.59,7.16,,,,,,,,,,
1843->791,0,111,114,1,1,1843,791,0.524576,0.0674631,52.46,6.75,,,,,,,,,,
1843->1730,0,111,109,1,1,1843,1730,-1.64337,0.42296,-164.34,42.3,,,,,,,,,,
1596->1809,0,112,113,1,1,1596,1809,-3.03318,0.770534,-303.32,77.05,,,,,,,,,,
1596->1809,0,112,113,1,1,1596,1809,-3.03318,0.770534,-303.32,77.05,,,,,,,,,,
3378->3184,0,115,124,1,1,3378,3184,0.0183155,-0.896526,1.83,-89.65,,,,,,,,,,
3378->3184,0,115,124,1,1,3378,3184,0.0183155,-0.896526,1.83,-89.65,,,,,,,,,,
3378->1596,0,115,112,1,1,3378,1596,-2.01931,0.799679,-201.93,79.97,,,,,,,,,,
3378->1596,0,115,112,1,1,3378,1596,-2.01931,0.799679,-201.93,79.97,,,,,,,,,,
