1725->4159,0,1,2,1,1,1725,4159,-28.9192,-2.50845,-2891.92,-250.85,,,,,,,,,,
1725->4159,0,1,2,1,1,1725,4159,-28.9192,-2.50845,-2891.92,-250.85,,,,,,,,,,
1725->1230,0,1,148,1,1,1725,1230,-3.11458,2.23278,-311.46,223.28,,,,,,,,,,
1725->1230,0,1,148,1,1,1725,1230,-3.11458,2.23278,-311.46,223.28,,,,,,,,,,
1725->3840,0,1,366,1,1,1725,3840,7.2688,-0.541939,726.88,-54.19,,,,,,,,,,
1725->3840,0,1,366,1,1,1725,3840,7.2688,-0.541939,726.88,-54.19,,,,,,,,,,
1725->1184,0,1,108,1,1,1725,1184,7.784,-0.542748,778.4,-54.27,,,,,,,,,,
1725->1184,0,1,108,1,1,1725,1184,7.784,-0.542748,778.4,-54.27,,,,,,,,,,
1725->1296,0,1,24,1,1,1725,1296,4.69383,0.0625776,469.38,6.26,,,,,,,,,,
1725->1296,0,1,24,1,1,1725,1296,4.69383,0.0625776,469.38,6.26,,,,,,,,,,
4159->365,0,2,6,1,1,4159,365,-14.4249,8.63753,-1442.49,863.75,,,,,,,,,,
4159->364,0,2,3,1,1,4159,364,-14.3889,8.5966,-1438.89,859.66,,,,,,,,,,
2286->886,0,4,15,1,1,2286,886,7.02696,6.30363,702.7,630.36,,,,,,,,,,
2286->886,0,4,15,1,1,2286,886,7.02696,6.30363,702.7,630.36,,,,,,,,,,
2286->2,0,4,5,1,1,2286,2,-7.88481,-8.30031,-788.48,-830.03,,,,,,,,,,
2286->2,0,4,5,1,1,2286,2,-7.88481,-8.30031,-788.48,-830.03,,,,,,,,,,
2286->2,0,4,5,1,1,2286,2,-7.88481,-8.30031,-788.48,-830.03,,,,,,,,,,
189->2496,0,7,8,1,1,189,2496,9.14443,-3.43112,914.44,-343.11,,,,,,,,,,
189->2496,0,7,8,1,1,189,2496,9.14443,-3.43112,914.44,-343.11,,,,,,,,,,
2496->1390,0,8,89,1,1,2496,1390,-1.14059,2.05656,-114.06,205.66,,,,,,,,,,
2496->1390,0,8,89,1,1,2496,1390,-1.14059,2.05656,-114.06,205.66,,,,,,,,,,
2496->3488,0,8,329,1,1,2496,3488,6.73782,-2.64535,673.78,-264.54,,,,,,,,,,
2496->3488,0,8,329,1,1,2496,3488,6.73782,-2.64535,673.78,-264.54,,,,,,,,,,
2496->240,0,8,376,1,1,2496,240,15.2385,-7.03903,1523.85,-703.9,,,,,,,,,,
2496->240,0,8,376,1,1,2496,240,15.2385,-7.03903,1523.85,-703.9,,,,,,,,,,
277->2,0,9,5,1,1,277,2,13.3814,-7.27542,1338.14,-727.54,,,,,,,,,,
277->2,0,9,5,1,1,277,2,13.3814,-7.27542,1338.14,-727.54,,,,,,,,,,
276->2,0,10,5,1,1,276,2,12.7345,-7.04517,1273.45,-704.52,,,,,,,,,,
276->2,0,10,5,1,1,276,2,12.7345,-7.04517,1273.45,-704.52,,,,,,,,,,
6186->1987,0,11,240,1,1,6186,1987,-1.79198,11.0988,-179.2,1109.88,,,,,,,,,,
6186->1987,0,11,240,1,1,6186,1987,-1.79198,11.0988,-179.2,1109.88,,,,,,,,,,
6186->2,0,11,5,1,1,6186,2,4.7481,9.64719,474.81,964.72,,,,,,,,,,
6186->2,0,11,5,1,1,6186,2,4.7481,9.64719,474.81,964.72,,,,,,,,,,
286->6186,0,12,11,1,1,286,6186,49.2145,-15.8376,4921.45,-1583.76,,,,,,,,,,
286->6186,0,12,11,1,1,286,6186,49.2145,-15.8376,4921.45,-1583.76,,,,,,,,,,
286->6186,0,12,11,1,1,286,6186,49.2145,-15.8376,4921.45,-1583.76,,,,,,,,,,
943->359,0,13,14,1,1,943,359,-7.05818,-1.70729,-705.82,-170.73,,,,,,,,,,
943->359,0,13,14,1,1,943,359,-7.05818,-1.70729,-705.82,-170.73,,,,,,,,,,
943->2800,0,13,191,1,1,943,2800,0.304569,-0.0344998,30.46,-3.45,,,,,,,,,,
943->2800,0,13,191,1,1,943,2800,0.304569,-0.0344998,30.46,-3.45,,,,,,,,,,
943->3091,0,13,47,1,1,943,3091,-1.7515,0.756997,-175.15,75.7,,,,,,,,,,
943->3091,0,13,47,1,1,943,3091,-1.7515,0.756997,-175.15,75.7,,,,,,,,,,
886->325,0,15,16,1,1,886,325,8.70199,-0.348865,870.2,-34.89,,,,,,,,,,
886->325,0,15,16,1,1,886,325,8.70199,-0.348865,870.2,-34.89,,,,,,,,,,
886->4916,0,15,423,1,1,886,4916,1.5685,1.4702,156.85,147.02,,,,,,,,,,
886->4916,0,15,423,1,1,886,4916,1.5685,1.4702,156.85,147.02,,,,,,,,,,
886->2698,0,15,266,1,1,886,2698,4.71178,2.49469,471.18,249.47,,,,,,,,,,
488->1588,0,17,18,1,1,488,1588,0.640098,-0.0959145,64.01,-9.59,,,,,,,,,,
488->4921,0,17,424,1,1,488,4921,-0.557171,-0.231175,-55.72,-23.12,,,,,,,,,,
488->4921,0,17,424,1,1,488,4921,-0.557171,-0.231175,-55.72,-23.12,,,,,,,,,,
488->6594,0,17,489,1,1,488,6594,-0.102364,0.376712,-10.24,37.67,,,,,,,,,,
488->6594,0,17,489,1,1,488,6594,-0.102364,0.376712,-10.24,37.67,,,,,,,,,,
1588->1655,0,18,103,1,1,1588,1655,0.720738,-0.0694152,72.07,-6.94,,,,,,,,,,
1588->1655,0,18,103,1,1,1588,1655,0.720738,-0.0694152,72.07,-6.94,,,,,,,,,,
1906->499,0,19,20,1,1,1906,499,-1.10505,-0.0218692,-110.51,-2.19,,,,,,,,,,
499->543,0,20,25,1,1,499,543,-1.44651,0.246029,-144.65,24.6,,,,,,,,,,
1921->2056,0,21,22,1,1,1921,2056,-0.893762,-0.00475426,-89.38,-0.48,,,,,,,,,,
1921->3595,0,21,338,1,1,1921,3595,0.328142,0.246422,32.81,24.64,,,,,,,,,,
1921->616,0,21,90,1,1,1921,616,-0.230241,-0.101561,-23.02,-10.16,,,,,,,,,,
1921->3212,0,21,84,1,1,1921,3212,-0.940377,-0.0797179,-94.04,-7.97,,,,,,,,,,
1921->3040,0,21,273,1,1,1921,3040,2.07041,-0.0837789,207.04,-8.38,,,,,,,,,,
1921->3040,0,21,273,1,1,1921,3040,2.07041,-0.0837789,207.04,-8.38,,,,,,,,,,
1154->2800,0,23,191,1,1,1154,2800,-0.476632,-0.00585003,-47.66,-0.59,,,,,,,,,,
