593,1.02416,75.8732,0,0
2508,1,70.611,0.86426,0.11795
2488,1.0845,39.7751,0,0
155,1.05495,45.9962,0,0
2379,1.04796,64.4866,-0.07784,-0.05083
2365,0.994806,47.6546,0,0
2277,1.03911,57.3403,0.01265,0.02249
490,1.02484,64.2402,0,0
2262,1.04327,43.3477,-0.03622,-0.00766
569,1.02118,61.5821,0,0
555,1.01554,55.0997,0,0
1846,1.01971,40.9582,0,0
1702,1.01163,53.3542,-0.00251,-0.00362
1837,1.02449,51.1703,-0.31345,-0.15834
2135,1,60.8792,0.01107,-0.00024
2011,1,60.9793,0.38149,-0.05498
1742,0.972825,34.3267,0,0
1772,1.04698,37.859,0,0
2032,1.06007,45.5477,0,0
321,1.04375,47.1735,0,0
2189,0.981213,62.4137,0,0
2163,1.00828,60.2808,0,0
439,1.08643,40.0934,0,0
2206,1.01895,41.7209,0,0
1708,1.0036,56.6322,0.00072,0.00732
1824,0.976647,61.8263,0,0
1497,1.05592,48.5024,-0.39507,-0.03681
1413,1.05229,42.5493,-0.21466,-0.11588
56,1.05467,43.8765,0,0
137,1.03262,51.0621,0,0.0348
1341,1.0628,44.4806,-0.37398,0.01433
1285,0.994075,38.8051,0,0
176,1.04658,43.4021,0,0
1480,1.05431,47.8846,-0.00011,0.01075
1253,1.03627,38.3755,-0.749,-0.14064
857,1.07685,49.3943,0,0
849,1,51.7984,0.31824,-0.02121
756,1,44.9247,0.31277,0.02835
141,1.05909,55.6903,0,0
304,0.952382,57.6063,0.00478,0.00369
49,1.04991,51.3856,0,0
728,1,63.5837,1.00748,0.02162
1573,1.02252,40.7794,-0.07337,-0.01355
63,1.04166,48.2375,0,0
668,1,64.9981,6.11147,0.80422
1052,1.06504,41.9891,-0.40338,0.01142
1193,1.16794,35.9208,-1.39131,-0.16218
1158,1.04298,42.6201,-0.13368,-0.02855
825,1.09345,42.006,0,0
1295,1.03752,49.8588,-0.4055,-0.05027
130,1.02693,53.2379,0,0
147,1.04318,47.9408,0,0
1596,1.03644,37.8016,-0.67201,-0.12164
1118,1.0441,48.9564,-0.09785,-0.03151
1049,1.15525,43.331,-0.43684,-0.04917
239,1.05545,46.074,0,0
815,1,52.6364,0.13939,0.02496
1450,1.0264,57.1188,-0.01354,-0.18178
69,1.07565,41.7267,0,0.05345
1210,1.01789,39.7461,0,0
61,1.05505,43.9839,-0.13327,-0.03236
633,1.0422,44.7916,0,0
228,1.03833,58.2031,0,0
14,1.0544,46.964,7.08436,3.55756
632,1.04991,51.3905,0,0
2446,0.98079,58.53,0,0
2364,1,54.903,0.1679,0.04486
510,1.00561,66.5581,0,0
2335,0.990192,52.6662,-0.00546,0.00939
2393,1.06941,42.9411,-0.00186,0.00194
1913,1,52.9326,0.28511,-0.03628
1767,0.981968,54.0944,-0.06593,0.08359
1851,1.01609,38.342,-0.03611,0.11103
2314,1,77.3362,0,0
1948,1.00301,61.2899,0,0
1926,1.0319,35.1401,-1.04018,-0.193
2536,1,78.9502,0.24427,-0.04577
484,1.035,47.6131,0,0
1858,1.0336,36.8354,-0.00026,0.00507
274,1.03527,48.8075,0,0
262,1.04096,41.3323,0,0
1633,0.996619,48.199,0,0
1681,1.04799,56.7688,-0.05716,-0.01493
1796,1.06016,43.4706,0,0
1726,1.04029,36.5803,-0.00192,0.00525
2025,0.984729,57.2845,0,0
1687,1.01253,41.5806,-0.00204,0.06878
2142,1,60.8273,0.00685,-0.00031
18,1.05779,45.167,0,0
1696,1.01793,40.3156,-0.00126,0.08862
2543,1.02777,64.3754,0,0
2013,0.904079,55.5404,0,0
2212,1,59.6994,0.10011,0.03233
2409,1.0957,64.6857,0,0
1799,1.06024,43.4843,0,0
1617,1.05473,40.6426,-0.1921,-0.30661
1682,1.04156,40.0068,0,0
1771,1.05999,54.0162,-0.002,0.00462
1956,0.962478,47.481,-0.00558,-0.00173
1787,0.992901,59.6077,0,0
323,1.01265,54.3922,0,0
2107,1,51.4872,0.01501,0.01219
2111,1,61.5749,0.02075,0.00386
2133,1,60.9178,0.01421,-0.00032
1874,0.995962,44.548,0,0
1899,1.03096,44.6263,-0.01369,0.00422
2209,1.03136,39.3089,0,0
1690,1.01538,42.1195,-0.00111,0.00398
2240,1.06424,44.4727,-0.43699,0.03667
1559,1.04959,43.7472,0,0
1520,1.04967,43.8354,0,0
1498,1.0077,48.3327,-0.00338,0.07367
1476,1.06407,41.5671,-0.51287,-0.03931
1473,1.04908,44.6453,-0.193,0.02402
1443,1.01803,38.3253,-0.44827,-0.02271
1411,0.988257,34.5441,-0.00228,0.05393
1282,0.99474,38.8125,0,0
1274,1.01622,37.631,-0.61288,6e-05
1269,0.994082,40.981,-0.01944,0.07022
1377,1.0657,41.7071,-0.57438,-0.05066
1134,0.993343,46.204,-0.00208,0.00604
860,1,58.9766,0.06705,0.01692
858,1.0956,49.4199,0,0
1189,0.985801,41.3424,0,0
311,1.04143,57.8047,0,0
1577,0.971648,56.566,0,0
225,1.04238,56.1955,0,0
81,1.03392,51.9284,0,0
939,1,63.0183,0.42713,0.01241
834,0.979107,45.9598,0.00951,-0.45715
797,1,45.1198,0.4185,0.10895
707,1,57.4711,0.79682,0.11547
941,1.03741,42.371,0,0.00139
1308,1.01402,41.5826,0.00448,0.09632
948,1.01188,50.8177,0,0
1050,1.09783,43.1677,-0.00087,0.0005
1056,1.016,37.635,-0.02916,-0.01597
1076,1.05394,53.7576,-0.37466,-0.14521
1330,1.02076,41.0418,0,0
767,1,57.5458,1.49617,0.27317
1131,0.992074,46.0423,-0.04513,-0.00713
1141,1.0034,36.2144,0,0
595,1.04227,41.0615,-0.60306,-0.03154
2,1.06515,47.7105,0.1126,0.30439
258,1.06859,44.4123,-1.17415,-0.08855
2593,1.05751,57.5829,0.07398,-0.03473
2521,1.00121,45.351,0.02693,0.00453
2506,1.08223,41.5232,-0.36502,-0.03078
2557,1,79.5277,0.39204,-0.02559
2414,1,59.2194,0.34433,-0.00327
2362,1.00017,67.2097,0,0
2427,1,65.4367,0.98241,0.07314
2354,0.899912,63.9809,0,0
2329,0.972821,52.9688,0,0
2312,1.02329,61.6911,0.18531,-0.01191
2276,1.03926,57.3468,0,0
566,0.940197,54.7356,0,0
1849,1.00709,38.5218,0,0
1735,1.02716,41.3178,0.00047,0.31223
1736,0.973228,41.5421,0,0
2124,1,61.3673,0.00368,0.00376
483,1.04716,45.0821,0,0
367,1.05751,42.2255,0,0
1859,0.993339,36.8721,0,0
1621,0.995747,45.6694,0,0
2255,1.10717,43.3756,0,0
1915,0.975982,64.5136,0,0
282,1.07188,45.4404,0,0
1639,0.964016,56.6041,0,0
2026,0.879567,57.3298,0,0
1611,1.05866,35.977,-0.49989,-0.04654
1977,1.01234,36.326,0,0
2081,1.14244,38.7662,-0.45809,-0.11197
1705,1.02364,43.4813,0.0052,0.00133
2080,1.0849,38.6465,0,0
625,1.06989,45.2016,0,0.02228
1934,1,64.9111,0.10711,-0.02778
603,0.999915,67.0301,0,0
2553,1.02511,35.4498,-0.00163,0.10196
1928,0.979392,34.7244,0,0
2035,1.0555,37.5489,-0.50328,-0.14252
1732,1.06377,58.1876,-0.00141,-0.08201
2151,1,60.8558,0.00917,-0.00033
1619,1.04805,45.8848,-0.49047,-0.08252
2250,1.00117,76.0666,-0.00571,-0.1925
2210,1.08442,39.4609,-0.44685,0.06903
2199,1.04966,42.527,-2e-05,0.24537
469,1.03667,49.5277,0,0
2385,1,62.6667,0.81055,0.46352
1533,1.16525,39.7553,-0.2956,-0.05417
1323,1.03121,37.1288,-0.05765,0.10739
1313,1.03865,46.9384,-0.41593,0.06507
41,1.03764,49.1249,0,0
1524,1.04674,44.1354,-0.43354,0.01532
954,1.05562,45.2139,0,0
861,0.952447,57.6222,0,0
1271,1.04631,41.2367,-0.46808,-0.08604
206,1.04953,44.3848,0,0
718,1,49.6538,0.64679,0.19018
1392,1.09935,44.2059,-0.19993,-0.01692
315,1.00828,54.5739,0,0
1033,1.00079,43.5686,0,0
998,1.10716,36.5103,-0.61627,-0.0567
1153,1.00553,43.0561,0,0
51,1.04553,45.3446,0,0
997,1.05218,36.2741,0,0
904,1.10658,40.6469,0,0
773,1,59.1064,1.8192,0.27204
960,1,54.1101,3.37714,-0.32396
889,0.906348,48.1611,0,0
1162,1.01305,41.4178,0,0
85,1.03799,51.8946,-4e-05,-0.0003
694,1,66.1517,2.04694,0.04179
1336,1.00503,35.8527,0,0
1149,1.02718,58.9569,-0.07482,0.0582
940,0.985976,42.371,0,0
1550,1.02072,36.6588,0,0
866,0.999907,59.2242,0,0
1145,1.0504,36.6217,-0.83811,-0.0415
8,1.05443,56.3287,0,0
1069,0.978794,48.2774,0,0
958,1.02413,40.845,0,0
393,1.03989,49.4621,0,0
1154,1.05788,43.2054,-0.40348,-0.021
764,1,63.7822,0.52647,-0.05603
869,1.00374,59.9414,-0.01326,0.02338
246,1.0719,45.7725,0,0.1537
1200,0.98976,36.092,-0.04345,0.00792
1221,1.02147,40.192,0.00012,0.00406
204,1.03597,57.7504,0,0
16,1.06625,45.3832,-8.67411,-0.64805
467,1.06795,42.8187,0.01305,0.03159
21,1.03727,57.2094,0.3343,-0.0234
568,1.06897,44.7793,-0.25405,0.01089
2489,1.19766,39.7138,0,0
546,1.01914,55.7435,0,0
2372,1.04337,61.7746,0.43078,-0.09601
2368,0.991048,61.923,0,0
531,1.04469,47.9791,0,0
506,0.995702,77.9504,0,0
497,1.05777,42.322,0,0
2575,1,75.5904,-0.00181,0.00742
363,0.929271,49.7339,-0.01501,-0.00219
1871,1.01657,44.751,0,0
2501,1,64.2669,0.09493,0.01571
2264,1.07627,64.1907,-0.00183,0.00585
2296,1.01511,40.0463,-0.37381,0.00177
1761,1.07713,38.6236,-0.81626,-0.17719
424,1.06023,45.7422,0,0.10895
2211,1.03139,39.3102,0.00051,0.00069
1676,1.05898,36.3377,-0.00049,0.10232
2020,1.11335,48.3556,-0.28072,-0.07196
309,1.01849,40.0913,0,0
466,1.04878,43.6361,0,0
231,1.04785,58.4487,0,0
1906,1.10347,42.0165,-0.01723,-0.00854
261,1.05176,57.1557,0,0
1908,1.03262,43.8539,-0.98723,-0.33267
433,1.04457,61.0048,0,0
1987,1.05408,58.6819,0.1945,0.06821
2051,1.01251,41.5428,-0.03319,-0.00919
2327,0.922275,66.5947,0,0
596,1.04381,61.5641,0,0
1917,0.975904,64.5014,0,0
2112,1,61.4878,0.01359,0.00416
256,1.05949,42.0931,0,0
1703,1.02356,43.4643,0,0
2087,1.07982,58.4741,-0.18326,0.06906
2577,1,60.3367,3.02801,0.01546
2150,1,60.9314,0.01532,-0.00031
453,1.01342,57.6632,0,0
1898,1.04233,44.8342,-0.38971,-0.04944
1562,1.06033,43.7912,0,0
