633,-1.12799e-06,4.55014e-06,1.01043,-0.226795,1.01048,-12.9714,1
632,-1.48e-05,-5.88683e-06,1.01271,-0.102353,1.01273,-5.84014,1
569,3.94498e-05,8.38262e-06,1.00681,0.0824973,1.00681,4.73417,1
593,-0.000363942,-1.76907e-06,1.00043,0.342889,1.00043,19.6518,1
2488,0.000346108,-0.000394329,1.05102,-0.319147,1.05112,-18.2575,1
155,-0.00251442,-0.000299896,1.02518,-0.204013,1.02526,-11.6661,1
555,4.01755e-07,1.97857e-07,0.997306,-0.0384821,0.997307,-2.18425,1
2277,0.0126484,0.0224892,1.00416,0.00598528,1.00417,0.350737,1
2262,-0.0362069,-0.00766888,1.00817,-0.253443,1.00822,-14.5042,1
2163,5.81358e-07,1.65097e-06,0.98518,0.057011,0.985182,3.28653,1
2508,0.864283,0.0976316,0.962055,0.250265,0.962055,14.3444,2
1702,-0.00250667,-0.00362898,0.977372,-0.0677772,0.977387,-3.8709,1
2365,2.29048e-05,-0.000153804,0.954445,-0.172501,0.954487,-9.86038,1
1772,0.000691102,0.000615505,1.01423,-0.354755,1.01433,-20.2951,1
321,-0.000324298,-2.99935e-05,1.00136,-0.181614,1.00141,-10.3832,1
490,-1.05402e-06,-1.49142e-07,0.997223,0.130694,0.997225,7.49354,1
1846,2.69195e-05,-0.000114419,0.97994,-0.298336,0.980013,-17.0661,1
1824,1.40059e-06,-9.92164e-05,0.954683,0.0877017,0.954688,5.0325,1
1708,0.000723962,0.00730776,0.972715,-0.00811561,0.972721,-0.458865,1
1742,-5.1632e-05,-8.4736e-05,0.956166,-0.416601,0.956256,-23.8367,1
2379,-0.0778424,-0.0508304,1.03872,0.135443,1.03872,7.76811,1
2189,-3.88477e-06,-0.000417508,0.957782,0.0968962,0.957786,5.5569,1
2011,0.381494,-0.111758,0.949587,0.0750788,0.949587,4.30734,2
1837,-0.313272,-0.15824,0.993277,-0.108376,0.993297,-6.19587,1
2032,-4.92578e-05,-3.00479e-05,1.02494,-0.212374,1.02498,-12.1523,1
439,-2.00228e-05,-3.6145e-05,1.05294,-0.313223,1.05304,-17.9183,1
2135,0.0111302,-0.00212979,0.911647,0.0793604,0.911647,4.55279,2
2206,1.70514e-05,-8.7984e-05,0.974921,-0.284366,0.974979,-16.2662,1
1596,-0.671464,-0.121491,1.002,-0.357101,1.00207,-20.4328,1
1573,-0.073332,-0.0135462,0.982896,-0.3017,0.982979,-17.2591,1
1497,-0.395023,-0.0366698,1.01856,-0.156965,1.01858,-8.97962,1
1413,-0.2145,-0.11578,1.00936,-0.268114,1.00943,-15.3353,1
137,-0.000339208,0.0347692,1.00228,-0.11028,1.0023,-6.30499,1
56,-0.000133659,-7.78406e-06,1.01188,-0.242958,1.01194,-13.8952,1
1295,-0.405378,-0.050179,1.00702,-0.132615,1.00704,-7.58411,1
1285,1.2169e-05,-0.000128611,0.982495,-0.336133,0.982565,-19.2308,1
176,-0.000257698,-9.24513e-06,1.01232,-0.252804,1.01236,-14.4608,1
1253,-0.748589,-0.140554,1.00061,-0.346792,1.00066,-19.843,1
239,-0.000446863,-0.000336827,1.02538,-0.202418,1.02545,-11.5763,1
147,9.47485e-05,1.32448e-06,1.01885,-0.16873,1.01888,-9.64891,1
141,0.000130459,-3.93177e-05,1.01416,-0.022236,1.01419,-1.25559,1
1341,-0.373919,0.0144419,1.02775,-0.232217,1.02778,-13.29,1
130,-5.06243e-07,-3.23912e-06,1.00012,-0.0708941,1.00013,-4.04838,1
728,1.00743,0.0557165,0.956774,0.127885,0.956774,7.34484,2
49,1.28668e-05,1.95328e-06,1.01271,-0.102445,1.01273,-5.84542,1
304,0.00480512,0.00369038,0.914631,0.0154232,0.914642,0.901609,1
668,6.11147,-1.0691,0.962981,0.153836,0.962981,8.82644,2
1158,-0.133631,-0.0285556,1.00758,-0.267054,1.00762,-15.2836,1
857,4.11488e-06,2.88568e-05,1.04209,-0.140424,1.04211,-8.03241,1
69,0.000362158,0.053452,1.04241,-0.28298,1.04251,-16.1867,1
825,2.72137e-05,0.000144399,1.0579,-0.278695,1.05795,-15.9441,1
63,0.000108589,3.44537e-06,1.00056,-0.161695,1.0006,-9.24205,1
849,0.318215,-0.0399926,0.940311,-0.090879,0.940311,-5.18491,2
1480,-0.000109943,0.0107494,1.02363,-0.169063,1.02365,-9.67289,1
756,0.312744,-0.0227587,0.953805,-0.222333,0.953805,-12.7146,2
