593,0.998287,23.6445,0,0,0.419494,0.382215
2508,0.962051,17.2101,1.03711,0.14154,0,0
2488,0.998142,-24.1671,0,0,0.831453,0.526261
155,0.981923,-15.4871,0,0,0.573369,0.406201
2379,1.03612,9.24474,-0.093408,-0.060996,0.152053,0.148094
2365,0.928849,-13.1887,0,0,0.456628,0.358585
2277,0.991581,0.117628,0.01518,0.026988,0.0963181,0.088434
490,0.992205,8.90726,0,0,0.147771,0.141603
2262,0.971288,-18.8937,-0.043464,-0.009192,0.590986,0.429691
569,0.998713,5.49296,0,0,0.0898992,0.0850124
555,0.991864,-3.64455,0,0,0.200079,0.188887
1846,0.937717,-22.6508,0,0,0.768542,0.509432
1702,0.960362,-5.357,-0.003012,-0.004344,0.220554,0.194183
1837,0.973935,-8.28355,-0.37614,-0.190008,0.288802,0.247634
2135,0.91164,5.2708,0.013284,-0.000288,0,0
2011,0.949584,4.9939,0.457788,-0.065976,0,0
1742,0.907286,-31.5529,0,0,1.03561,0.609438
1772,0.960344,-26.9081,0,0,0.920561,0.560471
2032,0.988836,-15.8569,0,0,0.515733,0.385506
321,0.970363,-13.8392,0,0,0.485213,0.370696
2189,0.949557,6.59178,0,0,0.11905,0.111929
2163,0.983833,2.92476,0,0,0.0810061,0.0798707
439,0.999274,-23.7142,0,0,0.821217,0.52052
2206,0.937644,-21.6018,0,0,0.718175,0.49477
1708,0.967125,-0.756079,0.000864,0.008784,0.0574528,0.0551743
1824,0.945223,5.86834,0,0,0.104426,0.0975339
137,0.983337,-8.43368,0,0.04176,0.292751,0.251182
304,0.907423,0.37625,0.005736,0.004428,0.101734,0.0957224
147,0.998988,-12.9174,0,0,0.425042,0.350187
176,0.986495,-19.1858,0,0,0.607761,0.4586
61,0.972732,-18.3885,-0.159924,-0.038832,0.644596,0.453397
63,0.975681,-12.4259,0,0,0.435156,0.347078
130,0.985285,-5.69644,0,0,0.232166,0.206282
633,0.981681,-17.2635,0,0,0.569027,0.428545
56,0.972019,-18.5397,0,0,0.651342,0.455325
228,0.989784,1.27142,0,0,0.0876957,0.0807183
69,0.992424,-21.4608,0,0.06414,0.752076,0.492682
14,0.997834,-14.3306,8.50123,4.26907,0.492224,0.384477
49,1.00247,-8.62021,0,0,0.367167,0.32339
239,0.982178,-15.3146,0,0,0.563132,0.400345
141,0.995047,-2.25818,0,0,0.196217,0.170534
632,1.00247,-8.61374,0,0,0.36704,0.323289
1497,0.990184,-11.7749,-0.474084,-0.044172,0.391982,0.314423
1413,0.968712,-20.4178,-0.257592,-0.139056,0.701797,0.481095
1341,0.997545,-17.259,-0.448776,0.017196,0.518488,0.39838
1285,0.943944,-25.4346,0,0,0.822269,0.542475
1480,0.998345,-12.6644,-0.000132,0.0129,0.400221,0.325393
1253,0.96918,-26.0369,-0.8988,-0.168768,0.783238,0.542552
857,1.01296,-10.5148,0,0,0.361382,0.291989
849,0.940308,-7.50442,0.381888,-0.025452,0,0
756,0.953802,-17.1746,0.375324,0.03402,0,0
728,0.956771,8.20937,1.20898,0.025944,0,0
1573,0.934705,-22.9049,-0.088044,-0.01626,0.798058,0.513369
668,0.962976,10.5289,7.33376,0.965064,0,0
1052,0.990495,-20.776,-0.484056,0.013704,0.640403,0.456448
1193,1.06821,-29.7334,-1.66957,-0.194616,1.01449,0.59436
1158,0.970474,-19.8991,-0.160416,-0.03426,0.614965,0.443479
825,1.02195,-21.0452,0,0,0.674169,0.47894
1295,0.986861,-10.0243,-0.4866,-0.060324,0.327257,0.277012
1596,0.963932,-26.8536,-0.806412,-0.145968,0.832669,0.551245
1118,0.989597,-11.2254,-0.11742,-0.037812,0.364797,0.301098
1049,1.07294,-18.9175,-0.524208,-0.059004,0.597525,0.430712
815,0.983416,-6.6905,0.167268,0.029952,0,0
1450,0.973199,-0.13901,-0.016248,-0.218136,0.132258,0.117187
1210,0.939396,-24.2163,0,0,0.821731,0.52642
2446,0.941273,1.62691,0,0,0.0922032,0.0844343
2364,0.981019,-3.90455,0.20148,0.053832,0,0
510,1.00197,11.7387,0,0,0.193629,0.192772
2335,0.963826,-6.71586,-0.006552,0.011268,0.269779,0.240839
2393,0.997852,-19.4744,-0.002232,0.002328,0.613469,0.441723
1913,0.95,-6.50402,0.342132,-0.043536,0,0
1767,0.961831,-4.94105,-0.079116,0.100308,0.222957,0.209599
1851,0.94755,-26.0451,-0.043332,0.133236,0.850438,0.547921
2314,0.963378,25.5936,0,0,0,0
1948,0.967765,5.24819,0,0,0.0958407,0.0895623
1926,0.947171,-30.6307,-1.24822,-0.2316,1.03446,0.600245
2536,0.95378,27.6544,0.293124,-0.054924,0,0
