633,0.982476,-16.7658,1.20516e-06,-7.49088e-07,0.220333,0.214299,1
632,1.00281,-8.04281,1.38845e-06,1.89479e-06,0.0670465,0.0664439,1
569,0.998814,5.67979,7.74525e-07,1.43349e-05,0.136298,0.133656,1
593,0.998295,23.7629,-3.95754e-05,-2.87759e-05,0.437138,0.399897,1
490,0.992253,9.02708,-1.1825e-07,7.01376e-07,0.183046,0.178676,1
555,0.992041,-3.11206,9.73575e-08,7.35468e-07,0.0147491,0.0147246,1
439,1.00198,-23.0493,3.15594e-05,0.000275701,0.328923,0.307587,1
14,0.998676,-13.8387,8.50091,4.26646,0.171119,0.172612,1
63,0.976467,-11.8873,2.16971e-05,8.55094e-05,0.140255,0.135838,1
61,0.974166,-17.8023,-0.159907,-0.0387746,0.236216,0.225603,1
239,0.983853,-14.7991,2.0364e-05,0.00502852,0.192043,0.18513,1
56,0.97349,-17.9536,-0.000176047,0.00012627,0.238877,0.22779,1
321,0.971322,-13.299,-0.00021887,0.000179213,0.164707,0.157922,1
49,1.00281,-8.04927,-2.67278e-07,1.73472e-05,0.0671571,0.0665538,1
155,0.983507,-14.932,-0.000782708,0.00488431,0.191624,0.183146,1
69,0.994836,-20.8208,0.00087768,0.0666243,0.291281,0.275468,1
130,0.98557,-5.38372,5.8221e-07,1.62994e-06,0.0483704,0.0477058,1
176,0.987117,-18.6845,-0.000212953,0.000160995,0.252964,0.243021,1
228,0.990052,1.46054,-7.47418e-07,-7.89022e-07,0.0596542,0.0586295,1
304,0.907662,0.879088,0.00577512,0.0044387,0.0712666,0.0711147,1
137,0.983746,-8.12001,-0.000201392,0.0418562,0.0932632,0.091448,1
141,0.995661,-1.75282,0.000419923,0.000266124,0.0368269,0.0365724,1
147,0.999638,-12.4953,1.54874e-05,6.83532e-05,0.158166,0.154102,1
2488,1.00079,-23.4977,0.000778741,0.00312259,0.335957,0.313973,1
2277,0.991862,0.307215,0.0151797,0.0269844,0.0406516,0.0400694,1
2262,0.972105,-18.5456,-0.0434521,-0.00918098,0.26497,0.247974,1
2163,0.98388,3.45672,9.99193e-08,-2.09854e-06,0.126291,0.125985,1
2508,0.962049,17.329,1.03709,0.162389,0,0,2
1702,0.960653,-5.07923,-0.00300592,-0.00433808,0.0512759,0.0496182,1
2365,0.929654,-12.6492,-0.000378534,0.00016537,0.152377,0.147076,1
1772,0.963051,-26.2191,-0.000504323,-0.000824963,0.381718,0.350338,1
1846,0.939411,-22.0409,-9.52435e-05,0.000146056,0.302651,0.284588,1
1824,0.945326,6.05503,-0.000115621,6.66598e-05,0.141929,0.138826,1
1708,0.96725,-0.627162,0.00086967,0.00879272,0.0147325,0.0146814,1
1742,0.909423,-30.8234,-0.000163856,0.000288411,0.443057,0.396223,1
2379,1.03612,9.36469,-0.093407,-0.0609956,0.187958,0.183276,1
2189,0.949667,6.71167,-0.000129516,0.000251006,0.14528,0.142195,1
2011,0.949582,5.1203,0.457779,-0.0578196,0,0,2
1837,0.974323,-7.97991,-0.37589,-0.190039,0.0915374,0.0888757,1
2032,0.989674,-15.5118,-3.67053e-05,0.000165887,0.218091,0.206833,1
2135,0.911642,5.39823,0.0133427,-0.00104837,0,0,2
2206,0.938783,-21.0155,-0.000119935,0.000113029,0.287593,0.268276,1
1596,0.964927,-26.337,-0.805676,-0.146112,0.371779,0.344879,1
1573,0.936619,-22.2918,-0.0880303,-0.0162342,0.309435,0.287227,1
1497,0.990554,-11.469,-0.473912,-0.0442804,0.142842,0.136921,1
1413,0.970197,-19.8253,-0.257324,-0.139011,0.266924,0.252466,1
1295,0.987309,-9.7078,-0.486427,-0.0603838,0.116937,0.113805,1
1285,0.945491,-24.8424,-7.24762e-05,0.000170222,0.354654,0.331159,1
1253,0.969835,-25.5253,-0.898364,-0.168827,0.35791,0.329627,1
1341,0.997996,-16.9394,-0.44864,0.0170987,0.242073,0.227214,1
728,0.956769,8.70998,1.20893,0.200453,0,0,2
668,0.962974,10.8265,7.33359,0.0819866,0,0,2
1158,0.971269,-19.5528,-0.160383,-0.0342313,0.279967,0.260525,1
857,1.01337,-10.2104,-2.93355e-06,-1.66531e-05,0.130441,0.124201,1
825,1.02294,-20.5423,2.15162e-05,-5.90513e-05,0.283834,0.271202,1
849,0.940307,-6.96803,0.381865,0.0706856,0,0,2
